Método,Tiempo de ejecución (segundos)
Con librería,13.14514684677124
Sin librería,1.7578129768371582
Con librería,13.158295631408691
Sin librería,0.9736242294311523
Con librería,13.65402889251709
Sin librería,22.451189279556274,12.598952097539144
Con librería,14.941164255142212
Con librería,14.462518215179443
Con librería,14.75554347038269
Con librería,14.51842212677002
Con librería,14.182637691497803
